X,Y,Z,ElapsedTime,LoopTime
0.08,0.35,-10.08,500.33,0.012
0.63,0.00,-10.32,500.34,0.014
0.16,0.00,-9.96,500.35,0.012
0.12,0.31,-10.04,500.36,0.013
-0.04,0.04,-9.45,500.38,0.012
0.08,0.08,-10.04,500.39,0.013
0.16,0.16,-10.00,500.40,0.013
0.31,0.08,-9.85,500.41,0.012
0.00,0.16,-9.77,500.43,0.014
0.04,-0.16,-10.00,500.44,0.012
0.00,-0.20,-9.61,500.45,0.013
0.00,0.20,-9.57,500.47,0.013
0.35,0.08,-10.04,500.48,0.013
0.16,-0.08,-9.89,500.49,0.012
-0.16,0.43,-10.08,500.50,0.013
0.24,0.31,-10.12,500.52,0.013
0.20,0.16,-9.96,500.53,0.013
0.00,0.04,-10.12,500.54,0.012
0.16,0.12,-10.04,500.56,0.014
0.00,0.12,-9.89,500.57,0.012
0.16,0.00,-10.08,500.58,0.013
0.27,0.51,-10.32,500.59,0.013
-0.04,0.16,-11.22,500.61,0.013
0.12,0.27,-11.49,500.62,0.012
0.08,0.00,-10.47,500.63,0.013
-0.20,0.12,-10.32,500.65,0.013
0.20,0.12,-10.40,500.66,0.013
0.00,-0.27,-10.47,500.67,0.012
0.00,0.08,-10.79,500.68,0.014
-0.16,0.20,-10.16,500.70,0.012
0.24,0.31,-10.20,500.71,0.013
-0.12,0.43,-10.36,500.72,0.013
-0.24,0.24,-10.24,500.74,0.013
-0.43,1.06,-10.16,500.75,0.012
0.47,1.37,-10.40,500.76,0.013
0.04,-0.31,-10.24,500.77,0.013
0.71,-1.22,-10.94,500.79,0.013
0.55,-2.00,-10.28,500.80,0.013
-0.20,1.49,-10.36,500.81,0.013
-0.16,0.04,-10.71,500.83,0.013
0.16,1.18,-9.89,500.84,0.012
0.86,-1.69,-9.49,500.85,0.014
-0.47,-0.12,-9.53,500.86,0.012
0.75,0.35,-9.10,500.88,0.013
0.75,-0.16,-8.98,500.89,0.012
-0.12,0.67,-9.22,500.90,0.014
0.27,-0.86,-9.57,500.91,0.012
-0.27,0.04,-9.57,500.93,0.012
0.47,0.31,-8.79,500.94,0.014
-0.78,0.43,-9.85,500.95,0.012
-0.75,0.27,-9.30,500.97,0.013
0.75,0.20,-9.53,500.98,0.013
-0.04,0.20,-9.53,500.99,0.013
0.43,-0.43,-9.69,501.00,0.012
0.78,0.39,-9.34,501.02,0.013
0.04,-0.04,-9.38,501.03,0.013
0.00,-0.39,-9.61,501.04,0.012
0.39,0.16,-8.98,501.05,0.013
-0.12,0.16,-9.53,501.07,0.013
-0.20,0.08,-9.81,501.08,0.013
-0.31,-0.20,-9.26,501.09,0.012
0.47,-0.08,-9.96,501.11,0.013
-0.04,0.00,-10.16,501.12,0.012
-0.04,0.00,-9.81,501.13,0.012
0.12,0.12,-10.12,501.14,0.013
0.04,0.08,-9.92,501.16,0.013
-0.04,-0.08,-9.38,501.17,0.013
0.27,0.08,-9.96,501.18,0.012
0.08,0.12,-10.04,501.19,0.014
0.16,0.12,-10.24,501.21,0.012
0.00,0.63,-9.96,501.22,0.013
0.00,0.12,-9.96,501.23,0.013
0.04,0.20,-9.92,501.24,0.012
-0.47,0.12,-9.96,501.26,0.013
0.51,0.12,-10.00,501.27,0.012
0.00,-0.12,-9.69,501.28,0.014
-0.20,0.12,-9.85,501.30,0.012
0.08,0.12,-9.81,501.31,0.013
0.12,0.08,-10.08,501.32,0.013
-0.16,0.12,-9.92,501.33,0.013
0.27,0.04,-10.16,501.35,0.012
0.04,0.16,-9.96,501.36,0.014
0.00,0.24,-10.00,501.37,0.012
0.27,0.08,-9.92,501.38,0.012
0.04,0.16,-10.32,501.40,0.012
0.04,0.12,-9.85,501.41,0.013
-0.12,0.16,-9.92,501.42,0.013
0.24,0.04,-9.89,501.43,0.012
0.00,0.12,-10.00,501.45,0.014
0.20,-0.27,-9.89,501.46,0.012
-0.39,-0.04,-9.89,501.47,0.013
0.12,0.08,-9.85,501.49,0.013
0.04,0.43,-10.08,501.50,0.013
-0.47,0.08,-10.16,501.51,0.012
0.16,0.12,-9.77,501.52,0.013
0.04,0.08,-10.04,501.54,0.013
0.08,0.59,-10.63,501.55,0.013
-0.04,0.00,-10.08,501.56,0.012
-0.12,0.08,-9.92,501.58,0.013
0.12,0.00,-9.85,501.59,0.013
-0.04,0.04,-10.20,501.60,0.012
0.04,0.08,-9.89,501.61,0.014
0.16,0.16,-10.16,501.63,0.012
0.43,0.35,-10.04,501.64,0.013
0.04,-0.04,-9.49,501.65,0.012
0.04,-0.16,-8.98,501.67,0.014
-0.12,0.12,-8.67,501.68,0.012
0.04,0.04,-9.61,501.69,0.013
0.08,0.04,-9.10,501.70,0.013
0.08,0.27,-9.22,501.72,0.013
-0.24,0.04,-9.77,501.73,0.012
0.51,-0.04,-9.30,501.74,0.012
0.47,0.43,-9.22,501.75,0.014
-0.55,0.27,-9.65,501.77,0.012
0.35,0.51,-9.30,501.78,0.013
-0.24,0.24,-10.16,501.79,0.013
-0.08,-0.75,-8.79,501.81,0.013
-0.12,-0.27,-9.10,501.82,0.012
0.12,0.16,-8.87,501.83,0.014
-0.27,0.20,-9.57,501.84,0.012
-0.04,0.04,-9.10,501.86,0.012
0.39,0.00,-8.94,501.87,0.013
0.04,-0.04,-9.57,501.88,0.013
-0.08,0.55,-10.00,501.89,0.013
0.43,0.35,-9.77,501.91,0.012
0.16,0.59,-10.24,501.92,0.014
-0.78,-0.04,-10.55,501.93,0.012
0.16,0.08,-10.75,501.95,0.013
0.35,0.04,-10.67,501.96,0.013
0.16,-12.20,-13.02,501.97,0.013
1.29,-0.24,-7.77,501.98,0.012
-0.98,0.63,-9.57,502.00,0.013
-0.67,1.84,-10.16,502.01,0.013
1.41,-0.86,-9.92,502.02,0.013
0.00,0.90,-11.26,502.03,0.012
-0.90,1.18,-10.98,502.05,0.014
-1.02,0.55,-10.51,502.06,0.012
0.59,-1.18,-10.71,502.07,0.013
-1.06,0.27,-11.45,502.09,0.013
0.94,0.86,-10.08,502.10,0.013
0.51,0.08,-10.47,502.11,0.012
0.20,-0.24,-10.75,502.12,0.013
0.00,-0.51,-10.94,502.14,0.013
-0.04,0.78,-10.16,502.15,0.013
0.20,0.12,-9.81,502.16,0.012
0.08,0.12,-9.96,502.18,0.014
0.47,0.08,-10.08,502.19,0.012
-0.04,0.16,-9.81,502.20,0.013
0.16,-0.04,-9.77,502.21,0.013
0.12,-0.04,-9.61,502.23,0.013
0.12,0.39,-9.89,502.24,0.012
0.04,0.00,-9.73,502.25,0.013
0.00,-0.43,-10.55,502.27,0.013
0.35,0.35,-10.00,502.28,0.013
-0.04,0.00,-9.81,502.29,0.012
-0.27,0.16,-10.04,502.30,0.013
0.27,-0.27,-10.04,502.32,0.013
0.04,0.35,-10.04,502.33,0.013
0.27,-0.20,-9.81,502.34,0.013
0.31,0.12,-10.16,502.36,0.013
0.08,0.27,-10.00,502.37,0.012
0.12,0.35,-9.92,502.38,0.013
0.51,0.04,-9.96,502.39,0.013
0.12,-0.08,-10.04,502.41,0.012
0.04,0.20,-10.04,502.42,0.013
-0.31,0.43,-9.89,502.43,0.013
0.08,-0.08,-10.36,502.44,0.013
0.04,0.00,-9.85,502.46,0.012
0.16,0.78,-10.28,502.47,0.014
-0.16,0.16,-9.81,502.48,0.012
0.16,0.16,-10.00,502.50,0.013
-0.24,0.04,-9.69,502.51,0.012
0.16,0.16,-9.65,502.52,0.014
0.08,0.00,-10.00,502.53,0.012
0.04,0.20,-10.16,502.55,0.013
-0.39,-0.35,-9.45,502.56,0.013
0.04,0.24,-10.16,502.57,0.013
0.12,0.04,-10.08,502.58,0.012
-0.04,0.31,-10.16,502.60,0.014
0.16,0.27,-9.89,502.61,0.012
0.20,-0.08,-9.89,502.62,0.013
0.27,0.04,-9.89,502.64,0.012
0.04,-0.04,-10.08,502.65,0.013
0.04,0.16,-9.92,502.66,0.013
-0.04,0.00,-9.73,502.67,0.012
0.12,-0.24,-9.34,502.69,0.014
0.08,0.00,-9.92,502.70,0.012
0.04,0.16,-10.04,502.71,0.013
-0.08,0.16,-10.40,502.73,0.013
0.08,-0.24,-9.61,502.74,0.013
0.24,0.00,-10.00,502.75,0.012
0.04,0.31,-10.28,502.76,0.013
0.08,0.12,-11.45,502.78,0.013
0.31,0.27,-10.51,502.79,0.013
0.08,0.24,-10.43,502.80,0.012
-0.16,-0.08,-10.40,502.82,0.014
0.20,0.16,-10.47,502.83,0.012
-0.16,0.00,-10.55,502.84,0.013
-0.86,0.20,-10.63,502.85,0.013
0.47,-0.24,-10.43,502.87,0.013
0.59,0.08,-10.59,502.88,0.012
-0.31,-0.04,-10.32,502.89,0.013
-0.39,0.82,-9.65,502.90,0.013
-0.04,1.49,-10.63,502.92,0.013
0.20,-0.67,-9.65,502.93,0.012
0.00,0.27,-9.92,502.94,0.014
0.31,-1.88,-10.94,502.96,0.012
-0.27,1.14,-10.40,502.97,0.013
-0.08,1.61,-10.83,502.98,0.013
-0.63,0.98,-9.57,502.99,0.012
0.51,-0.39,-9.65,503.01,0.013
0.16,-1.18,-9.65,503.02,0.012
0.27,0.16,-8.83,503.03,0.013
0.47,0.16,-9.34,503.04,0.013
-0.27,0.98,-9.18,503.06,0.012
-0.16,0.27,-8.90,503.07,0.014
-0.59,0.08,-9.53,503.08,0.012
0.55,0.04,-8.75,503.10,0.013
-0.27,0.16,-9.45,503.11,0.013
0.78,0.20,-8.90,503.12,0.012
0.51,-0.20,-9.45,503.13,0.012
-0.27,0.20,-9.85,503.14,0.012
0.20,-0.24,-9.69,503.16,0.014
0.39,0.27,-9.22,503.17,0.012
0.27,0.47,-9.14,503.18,0.013
0.00,0.12,-9.77,503.20,0.013
0.31,-0.04,-9.34,503.21,0.013
0.35,0.16,-9.57,503.22,0.012
0.00,0.39,-9.77,503.23,0.013
0.20,0.08,-9.69,503.25,0.013
0.20,0.27,-9.49,503.26,0.012
0.16,-0.12,-10.00,503.27,0.013
0.12,0.12,-9.81,503.29,0.013
0.16,0.12,-10.16,503.30,0.013
0.12,0.31,-10.83,503.31,0.012
0.24,0.24,-10.04,503.32,0.014
0.20,-0.04,-9.69,503.34,0.012
-0.31,0.31,-10.67,503.35,0.013
0.00,-0.20,-10.08,503.36,0.013
0.20,0.31,-9.89,503.38,0.013
0.04,0.31,-9.96,503.39,0.012
0.08,0.16,-10.36,503.40,0.013
0.08,0.12,-10.00,503.41,0.013
0.35,0.08,-9.81,503.43,0.013
-0.31,-0.12,-9.81,503.44,0.012
0.16,0.08,-9.81,503.45,0.014
0.00,-0.12,-9.77,503.46,0.012
0.12,0.16,-10.20,503.48,0.012
0.39,0.12,-9.81,503.49,0.014
-0.04,0.04,-9.85,503.50,0.012
-0.12,0.16,-10.28,503.52,0.013
-0.04,0.12,-10.04,503.53,0.012
0.00,0.16,-9.89,503.54,0.014
-0.12,0.00,-9.85,503.55,0.012
0.12,0.20,-9.92,503.57,0.013
0.08,0.16,-10.00,503.58,0.013
0.24,0.00,-9.96,503.59,0.013
0.24,0.27,-9.96,503.60,0.012
0.00,-0.12,-10.20,503.62,0.013
-0.08,0.12,-9.92,503.63,0.013
-0.04,-0.16,-9.92,503.64,0.012
0.12,0.27,-10.08,503.66,0.013
0.16,0.12,-10.00,503.67,0.013
0.12,-0.20,-9.77,503.68,0.013
0.04,0.20,-9.92,503.69,0.012
0.00,0.04,-9.92,503.71,0.014
0.04,0.12,-9.89,503.72,0.012
-0.04,-0.08,-10.79,503.73,0.013
0.43,0.04,-9.73,503.75,0.013
-0.16,0.08,-10.00,503.76,0.013
0.20,-0.08,-10.32,503.77,0.012
0.04,0.16,-9.34,503.78,0.012
0.04,0.08,-9.81,503.80,0.013
-0.08,0.08,-9.69,503.81,0.012
0.12,0.16,-9.77,503.82,0.013
-0.04,0.12,-9.10,503.83,0.013
0.04,0.12,-9.61,503.85,0.013
0.12,0.39,-9.38,503.86,0.012
-0.04,0.20,-8.94,503.87,0.014
-0.24,0.12,-9.73,503.88,0.012
-0.71,-0.55,-9.26,503.90,0.012
0.35,-0.12,-9.26,503.91,0.013
-0.20,0.20,-9.49,503.92,0.013
-0.43,0.63,-9.96,503.94,0.013
-0.47,0.16,-9.65,503.95,0.012
0.12,0.31,-9.34,503.96,0.014
-0.59,-0.43,-10.16,503.97,0.012
0.67,-0.08,-8.59,503.99,0.013
-0.24,0.04,-9.49,504.00,0.012
0.24,0.12,-8.98,504.01,0.014
-0.43,0.12,-9.10,504.02,0.012
-0.31,0.31,-9.26,504.04,0.012
0.20,0.12,-9.61,504.05,0.014
0.35,-0.12,-9.61,504.06,0.012
0.43,0.39,-9.65,504.08,0.013
0.16,-0.12,-10.63,504.09,0.013
0.20,-0.04,-10.63,504.10,0.013
0.08,-0.31,-10.94,504.11,0.012
-1.37,-3.33,-14.87,504.13,0.013
1.14,0.71,-9.14,504.14,0.013
1.10,1.49,-8.24,504.15,0.013
0.00,2.31,-9.73,504.16,0.012
-0.16,-1.10,-10.98,504.18,0.014
-0.27,-1.84,-11.65,504.19,0.012
0.12,1.45,-11.73,504.20,0.013
-0.78,0.59,-10.20,504.22,0.013
0.82,0.43,-9.73,504.23,0.013
0.47,-1.37,-10.36,504.24,0.012
0.39,0.63,-9.96,504.25,0.013
0.35,0.31,-10.55,504.27,0.013
-0.12,0.24,-10.55,504.28,0.013
-0.08,-0.04,-10.63,504.29,0.012
0.00,0.43,-9.65,504.31,0.013
0.31,0.00,-10.16,504.32,0.013
0.20,-0.04,-9.77,504.33,0.012
0.04,0.31,-10.24,504.34,0.014
-0.35,0.47,-9.61,504.36,0.012
0.16,0.16,-10.00,504.37,0.012
0.43,0.04,-9.96,504.38,0.012
0.04,0.00,-10.04,504.39,0.013
0.12,0.35,-9.81,504.41,0.013
0.08,-0.16,-9.96,504.42,0.012
0.31,-0.08,-9.73,504.43,0.014
0.04,0.31,-10.32,504.44,0.012
0.08,-0.04,-9.77,504.46,0.013
0.12,-0.31,-9.65,504.47,0.013
0.39,0.16,-9.77,504.48,0.013
0.20,0.20,-9.85,504.50,0.012
0.04,0.00,-9.96,504.51,0.013
0.12,-0.04,-10.20,504.52,0.013
0.16,0.35,-9.92,504.53,0.012
0.04,0.16,-10.00,504.55,0.013
0.16,0.08,-10.28,504.56,0.013
0.43,0.12,-10.36,504.57,0.013
0.00,0.16,-10.00,504.58,0.012
0.31,0.12,-9.96,504.60,0.014
-0.16,-0.35,-9.69,504.61,0.012
0.04,0.27,-9.96,504.62,0.013
0.12,0.24,-9.92,504.64,0.012
-0.24,0.12,-9.81,504.65,0.014
0.20,-0.12,-9.96,504.66,0.012
0.04,0.35,-9.92,504.67,0.012
0.00,0.63,-10.32,504.69,0.014
0.04,0.12,-9.96,504.70,0.012
0.04,0.12,-9.85,504.71,0.013
-0.27,0.20,-9.96,504.73,0.013
-0.04,0.27,-9.96,504.74,0.013
0.00,-0.08,-9.89,504.75,0.012
-0.04,0.16,-9.89,504.76,0.012
-0.04,0.27,-10.36,504.78,0.014
0.00,0.20,-9.92,504.79,0.012
0.04,0.12,-9.92,504.80,0.013
-0.20,0.08,-9.65,504.81,0.013
0.16,0.12,-9.96,504.83,0.013
0.04,-0.04,-9.85,504.84,0.012
0.24,0.31,-10.32,504.85,0.013
0.31,0.39,-10.16,504.86,0.012
0.20,0.08,-9.92,504.88,0.013
0.12,-0.04,-9.89,504.89,0.012
0.39,0.75,-10.59,504.90,0.013
0.04,-0.16,-11.30,504.92,0.013
0.12,-0.12,-11.06,504.93,0.012
0.35,-0.08,-10.32,504.94,0.014
0.00,-0.08,-10.59,504.95,0.013
0.43,-0.04,-10.28,504.97,0.012
0.35,-0.20,-10.43,504.98,0.014
0.12,0.08,-10.16,504.99,0.012
0.31,-0.16,-10.16,505.01,0.013
0.78,-0.24,-10.00,505.02,0.012
0.24,0.04,-10.47,505.03,0.014
-0.16,0.16,-10.32,505.04,0.012
0.00,2.55,-9.92,505.06,0.013
0.35,-0.20,-11.26,505.07,0.013
-0.35,0.24,-10.00,505.08,0.013
0.71,-1.41,-10.12,505.09,0.012
-0.47,-1.33,-11.18,505.11,0.014
0.04,1.37,-10.67,505.12,0.013
-0.24,0.20,-9.85,505.13,0.012
-0.31,0.82,-9.89,505.15,0.013
0.98,-0.63,-9.34,505.16,0.013
0.04,0.47,-9.06,505.17,0.012
0.16,0.04,-8.79,505.18,0.012
-0.59,0.31,-9.14,505.20,0.013
0.55,-0.04,-9.14,505.21,0.013
0.12,-0.04,-9.65,505.22,0.012
0.00,-0.04,-9.65,505.24,0.014
0.59,0.04,-9.92,505.25,0.012
0.08,0.35,-9.14,505.26,0.013
0.63,0.12,-8.67,505.27,0.012
0.08,-0.24,-9.89,505.29,0.013
0.27,-0.27,-9.65,505.30,0.013
-0.31,0.12,-9.73,505.31,0.012
0.16,0.08,-8.71,505.32,0.014
-0.12,0.12,-9.38,505.34,0.012
-0.12,0.16,-9.81,505.35,0.013
0.86,-0.51,-9.22,505.36,0.013
0.20,0.16,-9.96,505.38,0.013
-0.08,-0.04,-9.45,505.39,0.012
0.39,-0.31,-9.34,505.40,0.012
0.20,0.24,-9.77,505.41,0.014
0.04,0.00,-10.00,505.43,0.012
0.24,0.16,-9.77,505.44,0.013
0.04,0.16,-9.61,505.45,0.013
0.04,0.00,-9.77,505.46,0.013
0.24,0.04,-9.89,505.48,0.012
0.04,0.24,-9.41,505.49,0.012
0.00,0.00,-10.12,505.50,0.014
0.24,0.27,-9.92,505.51,0.012
0.67,0.51,-10.00,505.53,0.013
-0.12,0.00,-9.92,505.54,0.013
0.08,0.16,-9.96,505.55,0.013
0.00,0.00,-10.12,505.57,0.012
-0.04,0.08,-9.92,505.58,0.014
0.16,-0.12,-9.77,505.59,0.012
-0.08,0.04,-9.81,505.60,0.012
0.12,-0.04,-10.24,505.62,0.013
0.12,0.16,-9.73,505.63,0.013
-0.08,0.08,-9.89,505.64,0.013
-0.27,-0.08,-10.24,505.65,0.012
0.12,0.00,-10.36,505.67,0.014
0.16,0.08,-10.00,505.68,0.012
0.20,-0.04,-9.96,505.69,0.013
-0.08,0.08,-10.28,505.71,0.013
0.16,0.00,-9.69,505.72,0.013
0.16,0.00,-9.96,505.73,0.012
0.04,-0.31,-9.57,505.74,0.013
0.12,0.12,-10.04,505.76,0.013
0.12,0.00,-9.96,505.77,0.012
0.08,0.12,-9.65,505.78,0.012
0.08,-0.04,-9.41,505.79,0.013
0.12,0.08,-9.89,505.81,0.013
-0.12,0.12,-9.96,505.82,0.012
-0.04,0.08,-10.04,505.83,0.014
-0.08,0.08,-9.81,505.85,0.012
-0.16,0.08,-9.53,505.86,0.013
0.12,0.31,-10.36,505.87,0.012
0.20,0.08,-9.92,505.88,0.014
0.00,0.08,-10.12,505.90,0.012
0.35,-0.04,-10.16,505.91,0.012
0.24,-0.12,-9.89,505.92,0.014
0.12,0.12,-10.04,505.93,0.012
0.16,0.43,-10.08,505.95,0.012
0.04,0.27,-9.06,505.96,0.014
0.04,0.08,-9.10,505.97,0.012
0.12,0.31,-8.98,505.98,0.012
0.00,-0.16,-9.41,506.00,0.013
0.04,0.08,-9.30,506.01,0.013
-0.08,0.04,-9.45,506.02,0.013
-0.47,0.04,-9.92,506.04,0.012
0.43,0.04,-9.26,506.05,0.014
0.24,-0.08,-9.53,506.06,0.012
-0.04,0.04,-9.81,506.07,0.012
0.31,-0.20,-8.98,506.09,0.014
0.00,0.16,-9.41,506.10,0.012
-0.51,0.00,-9.77,506.11,0.013
0.12,-0.12,-9.38,506.12,0.012
0.39,0.08,-9.10,506.14,0.014
-0.20,0.00,-9.41,506.15,0.012
-0.08,0.08,-9.14,506.16,0.012
0.16,0.04,-9.45,506.18,0.014
0.24,-0.20,-9.10,506.19,0.012
0.47,0.16,-9.06,506.20,0.013
-0.16,0.59,-9.57,506.21,0.013
0.39,0.16,-10.12,506.23,0.013
-0.27,-0.55,-10.79,506.24,0.012
0.16,-0.20,-10.75,506.25,0.013
-0.55,0.20,-11.06,506.27,0.013
3.45,-5.73,-10.83,506.28,0.013
1.33,0.43,-10.47,506.29,0.012
-0.39,-0.31,-9.45,506.30,0.014
-1.26,1.37,-10.40,506.32,0.012
0.90,0.47,-10.36,506.33,0.013
0.43,0.24,-11.10,506.34,0.013
-0.82,1.41,-10.83,506.36,0.013
-0.51,0.71,-10.47,506.37,0.012
0.59,1.02,-10.83,506.38,0.013
-0.63,-0.78,-11.53,506.39,0.013
0.55,1.53,-10.04,506.41,0.013
0.20,0.27,-10.20,506.42,0.013
0.24,0.04,-10.67,506.43,0.013
0.08,-0.71,-10.63,506.45,0.013
0.27,0.47,-10.28,506.46,0.012
0.08,-0.16,-10.24,506.47,0.014
0.12,0.00,-9.65,506.48,0.012
0.39,-0.71,-10.16,506.50,0.013
0.00,0.35,-9.92,506.51,0.012
-0.12,0.00,-9.81,506.52,0.014
-0.08,0.12,-10.20,506.53,0.012
-0.04,0.35,-10.20,506.55,0.013
-0.04,0.04,-9.81,506.56,0.013
0.43,-0.08,-9.89,506.57,0.013
0.00,0.08,-10.00,506.59,0.012
0.08,0.24,-10.00,506.60,0.013
-0.04,0.24,-10.04,506.61,0.013
0.39,0.04,-9.92,506.62,0.012
0.08,0.39,-10.04,506.64,0.013
-0.04,0.08,-9.77,506.65,0.013
-0.43,-0.12,-9.81,506.66,0.013
-0.04,0.20,-10.24,506.67,0.012
0.00,0.39,-10.00,506.69,0.014
0.47,0.31,-10.32,506.70,0.012
0.04,0.00,-10.20,506.71,0.013
0.16,0.16,-10.00,506.73,0.013
-0.16,0.39,-10.40,506.74,0.013
-0.16,0.04,-10.04,506.75,0.012
0.16,0.00,-10.00,506.76,0.013
-0.04,0.08,-9.81,506.78,0.013
0.16,0.16,-9.92,506.79,0.013
0.24,-0.04,-9.92,506.80,0.012
0.08,0.24,-10.24,506.82,0.014
0.39,0.51,-10.32,506.83,0.012
0.20,0.08,-9.89,506.84,0.013
0.04,0.08,-10.12,506.85,0.013
-0.20,0.35,-10.40,506.87,0.012
0.08,0.08,-9.89,506.88,0.013
0.00,0.04,-10.04,506.89,0.012
0.27,0.12,-10.28,506.91,0.014
0.24,0.27,-10.00,506.92,0.012
0.08,0.08,-10.00,506.93,0.013
-0.04,0.00,-9.69,506.94,0.013
-0.31,-0.12,-9.45,506.96,0.013
0.24,0.24,-10.04,506.97,0.012
0.04,0.24,-9.89,506.98,0.014
-0.20,-0.08,-9.26,506.99,0.012
0.08,-0.12,-10.47,507.01,0.013
-0.08,0.16,-10.00,507.02,0.012
-0.16,0.00,-9.61,507.03,0.014
0.08,0.00,-9.81,507.05,0.012
0.20,0.04,-9.85,507.06,0.012
0.31,0.08,-10.00,507.07,0.014
-0.12,0.31,-11.38,507.08,0.012
0.27,0.20,-10.67,507.10,0.013
-0.04,0.20,-10.71,507.11,0.013
0.04,-0.20,-10.36,507.12,0.013
-0.04,-0.04,-10.71,507.14,0.013
0.55,0.12,-10.40,507.15,0.012
0.35,0.47,-10.79,507.16,0.014
0.00,0.39,-10.04,507.17,0.012
-0.08,0.00,-10.90,507.19,0.013
0.78,-2.35,-11.38,507.20,0.013
0.82,-0.31,-10.20,507.21,0.013
0.47,1.80,-10.63,507.22,0.012
-0.39,-0.35,-11.02,507.24,0.014
-0.67,-0.98,-10.67,507.25,0.012
1.41,-2.16,-10.40,507.26,0.013
-0.27,-0.08,-10.71,507.28,0.012
-0.24,1.57,-10.32,507.29,0.014
-0.04,0.55,-10.12,507.30,0.013
0.27,0.67,-9.02,507.31,0.012
0.67,-1.14,-9.81,507.33,0.014
-0.31,0.47,-9.02,507.34,0.012
0.75,0.04,-8.87,507.35,0.012
-0.55,0.75,-9.02,507.37,0.014
0.20,0.55,-9.18,507.38,0.012
0.08,-0.04,-9.22,507.39,0.013
0.04,0.16,-9.45,507.40,0.012
0.75,-0.43,-9.38,507.42,0.014
-0.08,0.78,-8.98,507.43,0.012
-0.71,-0.08,-9.92,507.44,0.013
-0.12,-0.47,-9.14,507.46,0.013
0.27,0.16,-9.22,507.47,0.012
0.00,0.39,-9.53,507.48,0.012
-0.39,-0.20,-9.30,507.49,0.013
0.47,0.08,-9.34,507.51,0.013
-0.04,0.08,-9.38,507.52,0.012
-0.08,-0.12,-9.14,507.53,0.013
-0.16,0.12,-9.69,507.54,0.013
0.24,0.04,-9.57,507.56,0.013
0.20,-0.04,-9.26,507.57,0.012
-0.16,-0.20,-10.55,507.58,0.013
-0.12,0.12,-9.81,507.59,0.013
0.20,0.20,-9.92,507.61,0.012
-0.27,0.08,-9.69,507.62,0.014
-0.04,0.00,-9.77,507.63,0.012
0.20,-0.04,-9.85,507.65,0.013
0.04,0.04,-9.96,507.66,0.012
0.12,0.04,-10.24,507.67,0.014
0.16,0.08,-9.61,507.68,0.012
0.08,0.27,-9.92,507.70,0.013
0.04,-0.16,-10.20,507.71,0.013
-0.08,0.27,-9.92,507.72,0.012
0.24,0.08,-9.85,507.73,0.012
0.08,0.12,-10.00,507.75,0.012
-0.31,0.08,-9.69,507.76,0.014
0.12,0.04,-9.85,507.77,0.012
-0.04,0.04,-10.20,507.78,0.013
-0.04,0.00,-9.96,507.80,0.013
0.04,0.00,-9.77,507.81,0.013
0.12,0.20,-9.96,507.82,0.012
-0.08,0.51,-9.96,507.84,0.013
0.12,0.08,-10.00,507.85,0.013
0.16,0.24,-10.12,507.86,0.012
0.00,-0.47,-9.57,507.87,0.013
0.08,0.12,-10.16,507.89,0.013
0.00,-0.04,-9.81,507.90,0.013
0.08,-0.20,-9.81,507.91,0.012
0.08,0.24,-9.96,507.93,0.014
0.08,0.08,-9.92,507.94,0.012
0.20,-0.08,-9.85,507.95,0.013
-0.04,0.08,-9.92,507.96,0.013
0.04,0.24,-10.00,507.98,0.012
0.00,0.27,-10.20,507.99,0.013
0.24,0.24,-10.24,508.00,0.012
0.39,-0.16,-10.04,508.01,0.014
0.08,0.27,-9.92,508.03,0.012
0.08,-0.12,-9.65,508.04,0.013
0.31,-0.08,-9.92,508.05,0.013
0.08,0.00,-9.89,508.07,0.013
0.00,0.00,-9.96,508.08,0.012
0.20,0.12,-9.92,508.09,0.013
0.16,0.04,-9.92,508.10,0.013
-0.08,0.00,-9.49,508.11,0.012
0.16,0.24,-10.00,508.13,0.013
0.00,-0.12,-9.38,508.14,0.013
0.27,0.27,-9.53,508.15,0.013
0.24,0.00,-9.57,508.17,0.012
0.20,0.16,-9.41,508.18,0.013
0.08,0.24,-9.34,508.19,0.013
0.43,0.12,-9.26,508.20,0.012
-0.27,0.24,-9.85,508.22,0.014
0.20,-0.04,-9.57,508.23,0.012
-0.04,0.00,-9.61,508.24,0.013
0.27,-0.04,-8.90,508.25,0.012
0.90,0.12,-9.85,508.27,0.013
-0.55,-0.39,-10.04,508.28,0.013
0.24,0.43,-9.38,508.29,0.012
0.16,-0.08,-8.98,508.31,0.014
0.00,0.35,-8.83,508.32,0.012
0.27,0.24,-9.53,508.33,0.013
-0.24,0.12,-9.38,508.34,0.013
0.63,0.27,-9.02,508.36,0.013
-0.12,0.35,-9.81,508.37,0.012
0.20,-0.20,-9.34,508.38,0.012
0.16,0.16,-10.87,508.40,0.014
0.08,0.04,-10.51,508.41,0.012
0.39,0.24,-10.43,508.42,0.013
-0.63,-0.39,-10.94,508.43,0.013
0.47,-2.04,-12.79,508.45,0.013
0.47,1.29,-8.87,508.46,0.013
0.31,-0.82,-8.71,508.47,0.013
0.08,1.18,-10.32,508.49,0.013
0.75,-2.31,-10.63,508.50,0.012
1.26,-0.59,-10.75,508.51,0.013
-0.35,0.20,-10.59,508.52,0.013
0.08,0.63,-9.85,508.54,0.013
0.90,-0.86,-10.00,508.55,0.012
-0.16,1.10,-10.55,508.56,0.014
0.27,0.24,-9.96,508.57,0.012
